id,FirstName,LastName,KnesstetSiteId,ImageUrl
2206,מרדכי,בן-פורת,303,https://fs.knesset.gov.il/globaldocs/MK/303/1_303_3_738.jpeg
2207,יצחק,בן-צבי,680,https://fs.knesset.gov.il/globaldocs/MK/680/1_680_3_1486.jpeg
2208,שמריהו,בן-צור,24,https://fs.knesset.gov.il/globaldocs/MK/24/1_24_3_68.jpeg
2209,שמעון,בן-שלמה,304,https://fs.knesset.gov.il/globaldocs/MK/304/1_304_3_740.jpeg
2210,מרדכי,בנטוב,305,https://fs.knesset.gov.il/globaldocs/MK/305/1_305_3_742.jpeg
2211,רוסתם,בסטוני,306,https://fs.knesset.gov.il/globaldocs/MK/306/1_306_3_744.jpeg
2212,אהרן,בקר,307,https://fs.knesset.gov.il/globaldocs/MK/307/1_307_3_746.jpeg
2213,מרדכי,בר-און,308,https://fs.knesset.gov.il/globaldocs/MK/308/1_308_3_748.jpeg
2214,מיכאל,בר-זהר,309,https://fs.knesset.gov.il/globaldocs/MK/309/1_309_3_750.jpeg
2215,ישראל,בר-יהודה,310,https://fs.knesset.gov.il/globaldocs/MK/310/1_310_3_752.jpeg
2216,חיים,בר-לב,311,https://fs.knesset.gov.il/globaldocs/MK/311/1_311_3_754.jpeg
2217,דב,בר-ניר,312,
2218,דוד,בר-רב-האי,313,https://fs.knesset.gov.il/globaldocs/MK/313/1_313_3_758.jpeg
2219,הרצל,ברגר,314,https://fs.knesset.gov.il/globaldocs/MK/314/1_314_3_760.jpeg
2220,ישראל,ברזילי,315,https://fs.knesset.gov.il/globaldocs/MK/315/1_315_3_762.jpeg
2221,אברהם,ברמן,316,https://fs.knesset.gov.il/globaldocs/MK/316/1_316_3_764.jpeg
2222,יצחק,ברמן,317,https://fs.knesset.gov.il/globaldocs/MK/317/1_317_3_766.jpeg
2223,פרץ,ברנשטיין,318,https://fs.knesset.gov.il/globaldocs/MK/318/1_318_3_768.jpeg
2224,משה,ברעם,319,https://fs.knesset.gov.il/globaldocs/MK/319/1_319_3_770.jpeg
2225,יוסף,ברץ,320,https://fs.knesset.gov.il/globaldocs/MK/320/1_320_3_772.jpeg
2226,אהוד,ברק,28,https://fs.knesset.gov.il/globaldocs/MK/28/1_28_3_77.jpeg
2227,ראובן,ברקת,321,https://fs.knesset.gov.il/globaldocs/MK/321/1_321_3_774.jpeg
2228,רפאל,בש,322,https://fs.knesset.gov.il/globaldocs/MK/322/1_322_3_776.jpeg
2229,חוסניה,ג'בארה,199,https://fs.knesset.gov.il/globaldocs/MK/199/1_199_3_487.jpeg
2230,חליל-סלים,ג'בארה,323,https://fs.knesset.gov.il/globaldocs/MK/323/1_323_3_778.jpeg
2231,אמין,ג'רג'ורה,345,https://fs.knesset.gov.il/globaldocs/MK/345/1_345_3_822.jpeg
2232,אליהו,גבאי,30,https://fs.knesset.gov.il/globaldocs/MK/30/1_30_3_81.jpeg
2233,חיים,גבתי,324,https://fs.knesset.gov.il/globaldocs/MK/324/1_324_3_780.jpeg
2234,גדעון,גדות,325,https://fs.knesset.gov.il/globaldocs/MK/325/1_325_3_782.jpeg
2235,עקיבא,גוברין,326,https://fs.knesset.gov.il/globaldocs/MK/326/1_326_3_784.jpeg
2236,שאול,גוטמן,138,https://fs.knesset.gov.il/globaldocs/MK/138/1_138_3_368.jpeg
2237,יוסף,גולדברג,327,https://fs.knesset.gov.il/globaldocs/MK/327/1_327_3_786.jpeg
2238,מיכה,גולדמן,32,https://fs.knesset.gov.il/globaldocs/MK/32/1_32_3_85.jpeg
2239,אלכס,גולדפרב,139,https://fs.knesset.gov.il/globaldocs/MK/139/1_139_3_370.jpeg
2240,אברהם,גולדרט,328,https://fs.knesset.gov.il/globaldocs/MK/328/1_328_3_788.jpeg
2241,אהרן,גולדשטיין,329,https://fs.knesset.gov.il/globaldocs/MK/329/1_329_3_790.jpeg
2242,פנחס,גולדשטיין,330,https://fs.knesset.gov.il/globaldocs/MK/330/1_330_3_792.jpeg
2243,יוסף,גולדשמידט,331,https://fs.knesset.gov.il/globaldocs/MK/331/1_331_3_794.jpeg
2244,דוד,גולומב,332,https://fs.knesset.gov.il/globaldocs/MK/332/1_332_3_796.jpeg
2245,יצחק,גולן,333,https://fs.knesset.gov.il/globaldocs/MK/333/1_333_3_798.jpeg
2246,אפרים,גור,141,https://fs.knesset.gov.il/globaldocs/MK/141/1_141_3_374.jpeg
2247,מרדכי,גור,140,https://fs.knesset.gov.il/globaldocs/MK/140/1_140_3_372.jpeg
2248,ישראל,גורי,334,https://fs.knesset.gov.il/globaldocs/MK/334/1_334_3_800.jpeg
2249,שרגא,גורן,335,https://fs.knesset.gov.il/globaldocs/MK/335/1_335_3_802.jpeg
2250,מטילדה,גז,336,https://fs.knesset.gov.il/globaldocs/MK/336/1_336_3_804.jpeg
2251,אברהם,גיבלבר,337,https://fs.knesset.gov.il/globaldocs/MK/337/1_337_3_806.jpeg
2252,יעקב,גיל (גילה),338,https://fs.knesset.gov.il/globaldocs/MK/338/1_338_3_808.jpeg
2253,יעקב,גיל (ליפשיץ),339,https://fs.knesset.gov.il/globaldocs/MK/339/1_339_3_810.jpeg
2254,גדליה,גל,142,https://fs.knesset.gov.il/globaldocs/MK/142/1_142_3_376.jpeg
2255,זכריה,גלוסקא,340,https://fs.knesset.gov.il/globaldocs/MK/340/1_340_3_812.jpeg
2256,מרים,גלזר-תעסה,341,https://fs.knesset.gov.il/globaldocs/MK/341/1_341_3_814.jpeg
2257,ישראל,גלילי,342,https://fs.knesset.gov.il/globaldocs/MK/342/1_342_3_816.jpeg
2258,דוד,גלס,343,https://fs.knesset.gov.il/globaldocs/MK/343/1_343_3_818.jpeg
2259,אליהו-משה,גנחובסקי,344,https://fs.knesset.gov.il/globaldocs/MK/344/1_344_3_820.jpeg
2260,שלמה-יעקב,גרוס,346,https://fs.knesset.gov.il/globaldocs/MK/346/1_346_3_824.jpeg
2261,חייקה,גרוסמן,347,https://fs.knesset.gov.il/globaldocs/MK/347/1_347_3_826.jpeg
2262,פסח,גרופר,348,https://fs.knesset.gov.il/globaldocs/MK/348/1_348_3_828.jpeg
2263,שמעון,גרידי,349,https://fs.knesset.gov.il/globaldocs/MK/349/1_349_3_830.jpeg
2264,אהרן-יעקב,גרינברג,350,https://fs.knesset.gov.il/globaldocs/MK/350/1_350_3_832.jpeg
2265,אורי-צבי,גרינברג,351,https://fs.knesset.gov.il/globaldocs/MK/351/1_351_3_834.jpeg
2266,אברהם,גרנות,352,https://fs.knesset.gov.il/globaldocs/MK/352/1_352_3_836.jpeg
2267,אלעזר,גרנות,353,https://fs.knesset.gov.il/globaldocs/MK/353/1_353_3_838.jpeg
2268,צבי,גרשוני,354,https://fs.knesset.gov.il/globaldocs/MK/354/1_354_3_840.jpeg
2269,עמוס,דגני,355,https://fs.knesset.gov.il/globaldocs/MK/355/1_355_3_842.jpeg
2270,יחיאל,דובדבני,356,https://fs.knesset.gov.il/globaldocs/MK/356/1_356_3_844.jpeg
2271,אברהם,דויטש,357,https://fs.knesset.gov.il/globaldocs/MK/357/1_357_3_846.jpeg
2272,שבתאי,דון-יחיא,358,https://fs.knesset.gov.il/globaldocs/MK/358/1_358_3_848.jpeg
2273,שרה,דורון,359,https://fs.knesset.gov.il/globaldocs/MK/359/1_359_3_850.jpeg
2274,יוסף,דיאב,360,https://fs.knesset.gov.il/globaldocs/MK/360/1_360_3_852.jpeg
2275,אלי,דיין,143,https://fs.knesset.gov.il/globaldocs/MK/143/1_143_3_378.jpeg
2276,חיים,דיין,38,https://fs.knesset.gov.il/globaldocs/MK/38/1_38_3_102.jpeg
2277,משה,דיין,688,https://fs.knesset.gov.il/globaldocs/MK/688/1_688_3_1502.jpeg
2278,שלמה,דיין,361,https://fs.knesset.gov.il/globaldocs/MK/361/1_361_3_854.jpeg
2279,שמואל,דיין,362,https://fs.knesset.gov.il/globaldocs/MK/362/1_362_3_856.jpeg
2280,בן-ציון,דינור,363,https://fs.knesset.gov.il/globaldocs/MK/363/1_363_3_858.jpeg
2281,שמחה,דיניץ,364,https://fs.knesset.gov.il/globaldocs/MK/364/1_364_3_860.jpeg
2282,צבי,דינשטיין,365,https://fs.knesset.gov.il/globaldocs/MK/365/1_365_3_862.jpeg
2283,ליאון,דיציאן,366,https://fs.knesset.gov.il/globaldocs/MK/366/1_366_3_864.jpeg
2284,דוד,דנינו,367,https://fs.knesset.gov.il/globaldocs/MK/367/1_367_3_866.jpeg
2285,מיכאל,דקל,368,https://fs.knesset.gov.il/globaldocs/MK/368/1_368_3_868.jpeg
2286,עבד-אלוהב,דראושה,40,https://fs.knesset.gov.il/globaldocs/MK/40/1_40_3_106.jpeg
2287,מתתיהו,דרובלס,369,https://fs.knesset.gov.il/globaldocs/MK/369/1_369_3_870.jpeg
2288,אברהם,דרורי,370,https://fs.knesset.gov.il/globaldocs/MK/370/1_370_3_872.jpeg
2289,חסיה,דרורי,371,https://fs.knesset.gov.il/globaldocs/MK/371/1_371_3_874.jpeg
2290,יהודה (יודין),דרניצקי,372,https://fs.knesset.gov.il/globaldocs/MK/372/1_372_3_876.jpeg
2291,אריה מכלוף,דרעי,41,https://fs.knesset.gov.il/globaldocs/MK/41/1_41_3_110.jpeg
2292,גדעון,האוזנר,373,https://fs.knesset.gov.il/globaldocs/MK/373/1_373_3_878.jpeg
2293,עמוס,הדר,374,https://fs.knesset.gov.il/globaldocs/MK/374/1_374_3_880.jpeg
2294,יגאל,הורביץ,375,https://fs.knesset.gov.il/globaldocs/MK/375/1_375_3_882.jpeg
2295,דוד,הכהן,376,https://fs.knesset.gov.il/globaldocs/MK/376/1_376_3_884.jpeg
2296,מנחם,הכהן,377,https://fs.knesset.gov.il/globaldocs/MK/377/1_377_3_886.jpeg
2297,אליהו,הכרמלי,378,https://fs.knesset.gov.il/globaldocs/MK/378/1_378_3_888.jpeg
2298,בנימין,הלוי,379,https://fs.knesset.gov.il/globaldocs/MK/379/1_379_3_890.jpeg
2299,שלמה,הלל,380,https://fs.knesset.gov.il/globaldocs/MK/380/1_380_3_892.jpeg
2300,זבולון,המר,44,https://fs.knesset.gov.il/globaldocs/MK/44/1_44_3_117.jpeg
2301,יחזקאל,הן,381,https://fs.knesset.gov.il/globaldocs/MK/381/1_381_3_894.jpeg
2302,אליקים,העצני,382,https://fs.knesset.gov.il/globaldocs/MK/382/1_382_3_896.jpeg
2303,רות,הקטין,383,https://fs.knesset.gov.il/globaldocs/MK/383/1_383_3_898.jpeg
2304,אהרן,הראל,384,https://fs.knesset.gov.il/globaldocs/MK/384/1_384_3_900.jpeg
2305,איסר,הראל,385,https://fs.knesset.gov.il/globaldocs/MK/385/1_385_3_902.jpeg
2306,בן-ציון,הראל,386,https://fs.knesset.gov.il/globaldocs/MK/386/1_386_3_904.jpeg
2307,יהודה,הראל,47,https://fs.knesset.gov.il/globaldocs/MK/47/1_47_3_128.jpeg
2308,זאב,הרינג,387,https://fs.knesset.gov.il/globaldocs/MK/387/1_387_3_906.jpeg
2309,אסתר,הרליץ,388,https://fs.knesset.gov.il/globaldocs/MK/388/1_388_3_908.jpeg
2310,זינה,הרמן,389,https://fs.knesset.gov.il/globaldocs/MK/389/1_389_3_910.jpeg
2311,נטע,הרפז,390,https://fs.knesset.gov.il/globaldocs/MK/390/1_390_3_912.jpeg
2312,חיים,הרצוג,391,https://fs.knesset.gov.il/globaldocs/MK/391/1_391_3_914.jpeg
2313,אברהם,הרצפלד,392,https://fs.knesset.gov.il/globaldocs/MK/392/1_392_3_916.jpeg
2314,יזהר,הררי,393,https://fs.knesset.gov.il/globaldocs/MK/393/1_393_3_918.jpeg
2315,צבי,ויינברג,48,https://fs.knesset.gov.il/globaldocs/MK/48/1_48_3_130.jpeg
2316,אריאל,ויינשטיין,144,https://fs.knesset.gov.il/globaldocs/MK/144/1_144_3_380.jpeg
2317,שבח,וייס,49,https://fs.knesset.gov.il/globaldocs/MK/49/1_49_3_132.jpeg
2318,אסתר,וילנסקה,394,https://fs.knesset.gov.il/globaldocs/MK/394/1_394_3_920.jpeg
2319,מאיר,וילנר,395,https://fs.knesset.gov.il/globaldocs/MK/395/1_395_3_922.jpeg
2320,עזר,ויצמן,690,https://fs.knesset.gov.il/globaldocs/MK/690/1_690_3_1504.jpeg
2321,מרדכי,וירשובסקי,396,https://fs.knesset.gov.il/globaldocs/MK/396/1_396_3_924.jpeg
2322,אליעזר,ולדמן,397,https://fs.knesset.gov.il/globaldocs/MK/397/1_397_3_926.jpeg
2323,יוסף,ונונו,145,https://fs.knesset.gov.il/globaldocs/MK/145/1_145_3_382.jpeg
2324,אברהם,ורדיגר,146,https://fs.knesset.gov.il/globaldocs/MK/146/1_146_3_384.jpeg
2326,זאב,ורטהיימר,399,https://fs.knesset.gov.il/globaldocs/MK/399/1_399_3_930.jpeg
2327,משה,ורטמן,400,https://fs.knesset.gov.il/globaldocs/MK/400/1_400_3_932.jpeg
2328,מחמד,ותד,401,https://fs.knesset.gov.il/globaldocs/MK/401/1_401_3_934.jpeg
2329,ערי,ז'בוטינסקי,402,https://fs.knesset.gov.il/globaldocs/MK/402/1_402_3_936.jpeg
2330,פריג'א,זוארץ,403,https://fs.knesset.gov.il/globaldocs/MK/403/1_403_3_938.jpeg
2331,נסים,זוילי,52,https://fs.knesset.gov.il/globaldocs/MK/52/1_52_3_143.jpeg
2332,עבדול-עזיז,זועבי,404,https://fs.knesset.gov.il/globaldocs/MK/404/1_404_3_940.jpeg
2333,מאיר,זורע,405,https://fs.knesset.gov.il/globaldocs/MK/405/1_405_3_942.jpeg
2334,תופיק,זיאד,147,https://fs.knesset.gov.il/globaldocs/MK/147/1_147_3_386.jpeg
2335,יצחק,זיגר,406,https://fs.knesset.gov.il/globaldocs/MK/406/1_406_3_944.jpeg
2336,דרור,זייגרמן,407,https://fs.knesset.gov.il/globaldocs/MK/407/1_407_3_946.jpeg
2337,הלל,זיידל,408,https://fs.knesset.gov.il/globaldocs/MK/408/1_408_3_948.jpeg
2338,אברהם,זילברברג,409,https://fs.knesset.gov.il/globaldocs/MK/409/1_409_3_950.jpeg
2339,עמנואל,זיסמן,53,https://fs.knesset.gov.il/globaldocs/MK/53/1_53_3_145.jpeg
2340,שלום,זיסמן,410,https://fs.knesset.gov.il/globaldocs/MK/410/1_410_3_952.jpeg
2341,יחזקאל,זכאי,411,https://fs.knesset.gov.il/globaldocs/MK/411/1_411_3_954.jpeg
2342,דב,זכין,412,https://fs.knesset.gov.il/globaldocs/MK/412/1_412_3_956.jpeg
2343,מרדכי,זר,413,https://fs.knesset.gov.il/globaldocs/MK/413/1_413_3_958.jpeg
2344,אמיל,חביבי,414,https://fs.knesset.gov.il/globaldocs/MK/414/1_414_3_960.jpeg
2345,רפיק,חג' יחיא,55,https://fs.knesset.gov.il/globaldocs/MK/55/1_55_3_149.jpeg
2346,חנא,חדאד,148,https://fs.knesset.gov.il/globaldocs/MK/148/1_148_3_388.jpeg
2347,אבא,חושי,415,https://fs.knesset.gov.il/globaldocs/MK/415/1_415_3_962.jpeg
2348,יעקב,חזן,416,https://fs.knesset.gov.il/globaldocs/MK/416/1_416_3_964.jpeg
2349,מיכאל,חזני,417,https://fs.knesset.gov.il/globaldocs/MK/417/1_417_3_966.jpeg
2350,חמד,חלאילה,418,https://fs.knesset.gov.il/globaldocs/MK/418/1_418_3_968.jpeg
2351,בן-ציון,חלפון,419,https://fs.knesset.gov.il/globaldocs/MK/419/1_419_3_970.jpeg
2352,פארס,חמדאן,420,https://fs.knesset.gov.il/globaldocs/MK/420/1_420_3_972.jpeg
2353,יוסף,חמיס,421,https://fs.knesset.gov.il/globaldocs/MK/421/1_421_3_974.jpeg
2354,סאלח,חניפס,422,https://fs.knesset.gov.il/globaldocs/MK/422/1_422_3_976.jpeg
2355,אשר,חסין,423,https://fs.knesset.gov.il/globaldocs/MK/423/1_423_3_978.jpeg
2356,משה,חריף,424,https://fs.knesset.gov.il/globaldocs/MK/424/1_424_3_980.jpeg
2357,מיכאל,חריש,149,https://fs.knesset.gov.il/globaldocs/MK/149/1_149_3_390.jpeg
2358,יהודה,חשאי,425,https://fs.knesset.gov.il/globaldocs/MK/425/1_425_3_982.jpeg
2359,נחום,חת,426,https://fs.knesset.gov.il/globaldocs/MK/426/1_426_3_984.jpeg
2360,אברהם,טביב,427,https://fs.knesset.gov.il/globaldocs/MK/427/1_427_3_986.jpeg
2361,יצחק,טבנקין,428,https://fs.knesset.gov.il/globaldocs/MK/428/1_428_3_988.jpeg
2362,ז'ניה,טברסקי,429,https://fs.knesset.gov.il/globaldocs/MK/429/1_429_3_990.jpeg
2363,תופיק,טובי,430,https://fs.knesset.gov.il/globaldocs/MK/430/1_430_3_992.jpeg
2364,שמואל,טולידאנו,431,https://fs.knesset.gov.il/globaldocs/MK/431/1_431_3_994.jpeg
2365,אברהם,טיאר,432,https://fs.knesset.gov.il/globaldocs/MK/432/1_432_3_996.jpeg
2366,בנימין,טמקין,150,https://fs.knesset.gov.il/globaldocs/MK/150/1_150_3_392.jpeg
2367,אסף,יגורי,182,https://fs.knesset.gov.il/globaldocs/MK/182/1_182_3_454.jpeg
2368,מנחם,ידיד,183,https://fs.knesset.gov.il/globaldocs/MK/183/1_183_3_456.jpeg
2369,יגאל,ידין,184,https://fs.knesset.gov.il/globaldocs/MK/184/1_184_3_2702.jpeg
2370,אהרן,ידלין,181,https://fs.knesset.gov.il/globaldocs/MK/181/1_181_3_452.jpeg
2371,יונה,יהב,60,https://fs.knesset.gov.il/globaldocs/MK/60/1_60_3_159.jpeg
2372,חיים,יהודה,185,https://fs.knesset.gov.il/globaldocs/MK/185/1_185_3_458.jpeg
2373,צבי,יהודה,186,https://fs.knesset.gov.il/globaldocs/MK/186/1_186_3_460.jpeg
2374,שמשון,יוניצ'מן,187,https://fs.knesset.gov.il/globaldocs/MK/187/1_187_3_462.jpeg
2375,דב,יוסף,188,https://fs.knesset.gov.il/globaldocs/MK/188/1_188_3_464.jpeg
2376,יעקב,יוסף,189,https://fs.knesset.gov.il/globaldocs/MK/189/1_189_3_466.jpeg
2377,גיורא,יוספטל,190,https://fs.knesset.gov.il/globaldocs/MK/190/1_190_3_468.jpeg
2378,סנטה,יוספטל,191,https://fs.knesset.gov.il/globaldocs/MK/191/1_191_3_470.jpeg
2379,נתן,ילין-מור,192,https://fs.knesset.gov.il/globaldocs/MK/192/1_192_3_472.jpeg
2380,גד,יעקבי,193,https://fs.knesset.gov.il/globaldocs/MK/193/1_193_3_474.jpeg
2381,מאיר,יערי,433,https://fs.knesset.gov.il/globaldocs/MK/433/1_433_3_998.jpeg
2382,אביעד,יפה,434,https://fs.knesset.gov.il/globaldocs/MK/434/1_434_3_1000.jpeg
2383,אברהם,יפה,435,https://fs.knesset.gov.il/globaldocs/MK/435/1_435_3_1002.jpeg
2384,יהונתן,יפרח,436,https://fs.knesset.gov.il/globaldocs/MK/436/1_436_3_1004.jpeg
2385,יצחק,יצחקי,438,https://fs.knesset.gov.il/globaldocs/MK/438/1_438_3_1008.jpeg
2386,יצחק,יצחקי,437,https://fs.knesset.gov.il/globaldocs/MK/437/1_437_3_1006.jpeg
2387,גדי,יציב,439,https://fs.knesset.gov.il/globaldocs/MK/439/1_439_3_1010.jpeg
2388,אהרן,יריב,440,https://fs.knesset.gov.il/globaldocs/MK/440/1_440_3_1012.jpeg
2389,ישראל,ישעיהו-שרעבי,441,https://fs.knesset.gov.il/globaldocs/MK/441/1_441_3_1014.jpeg
2390,אידוב,כהן,442,https://fs.knesset.gov.il/globaldocs/MK/442/1_442_3_1016.jpeg
2391,בנו,כהן,443,https://fs.knesset.gov.il/globaldocs/MK/443/1_443_3_1018.jpeg
2392,גאולה,כהן,444,https://fs.knesset.gov.il/globaldocs/MK/444/1_444_3_1020.jpeg
2393,גבריאל,כהן,445,https://fs.knesset.gov.il/globaldocs/MK/445/1_445_3_1022.jpeg
2394,יגאל,כהן,446,https://fs.knesset.gov.il/globaldocs/MK/446/1_446_3_1024.jpeg
2395,יוחנן,כהן,447,https://fs.knesset.gov.il/globaldocs/MK/447/1_447_3_1026.jpeg
2396,מנחם,כהן,448,https://fs.knesset.gov.il/globaldocs/MK/448/1_448_3_1028.jpeg
2397,שלום,כהן,449,https://fs.knesset.gov.il/globaldocs/MK/449/1_449_3_1030.jpeg
2398,מאיר,כהן-אבידב,450,https://fs.knesset.gov.il/globaldocs/MK/450/1_450_3_1032.jpeg
2399,יגאל,כהן-אורגד,451,https://fs.knesset.gov.il/globaldocs/MK/451/1_451_3_1034.jpeg
2400,רחל,כהן-כגן,452,https://fs.knesset.gov.il/globaldocs/MK/452/1_452_3_1036.jpeg
2401,חיים,כהן-מגורי,453,https://fs.knesset.gov.il/globaldocs/MK/453/1_453_3_1038.jpeg
2402,שלמה,כהן-צידון,454,
2403,מאיר,כהנא,455,https://fs.knesset.gov.il/globaldocs/MK/455/1_455_3_1042.jpeg
2404,קלמן,כהנא,456,https://fs.knesset.gov.il/globaldocs/MK/456/1_456_3_1044.jpeg
2405,אברהם,כלפון,457,https://fs.knesset.gov.il/globaldocs/MK/457/1_457_3_1046.jpeg
2406,שמעון,כנוביץ,458,https://fs.knesset.gov.il/globaldocs/MK/458/1_458_3_1048.jpeg
2407,יונה,כסה,459,https://fs.knesset.gov.il/globaldocs/MK/459/1_459_3_1050.jpeg
2408,שרה,כפרית,460,https://fs.knesset.gov.il/globaldocs/MK/460/1_460_3_1052.jpeg
2409,אברהם,כץ,461,https://fs.knesset.gov.il/globaldocs/MK/461/1_461_3_1054.jpeg
2410,זאב,כץ,462,https://fs.knesset.gov.il/globaldocs/MK/462/1_462_3_1056.jpeg
2411,יעקב,כץ,840,https://fs.knesset.gov.il/globaldocs/MK/840/1_840_3_1989.jpeg
2412,שמואל,כץ,464,https://fs.knesset.gov.il/globaldocs/MK/464/1_464_3_1060.jpeg
2413,אברהם,כץ-עוז,465,https://fs.knesset.gov.il/globaldocs/MK/465/1_465_3_1062.jpeg
2414,בת-שבע,כצנלסון,466,https://fs.knesset.gov.il/globaldocs/MK/466/1_466_3_1064.jpeg
2415,משה,כרמל,467,https://fs.knesset.gov.il/globaldocs/MK/467/1_467_3_1066.jpeg
2416,פנחס,לבון,468,https://fs.knesset.gov.il/globaldocs/MK/468/1_468_3_1068.jpeg
2417,שלמה,לביא,469,https://fs.knesset.gov.il/globaldocs/MK/469/1_469_3_1070.jpeg
2418,אברהם,לבנבראון,470,https://fs.knesset.gov.il/globaldocs/MK/470/1_470_3_1072.jpeg
2419,איתן,לבני,471,https://fs.knesset.gov.il/globaldocs/MK/471/1_471_3_1074.jpeg
2420,אלכסנדר,לובוצקי,71,https://fs.knesset.gov.il/globaldocs/MK/71/1_71_3_200.jpeg
2421,מאשה,לובלסקי,152,https://fs.knesset.gov.il/globaldocs/MK/152/1_152_3_394.jpeg
2422,מאיר-דוד,לוונשטיין,472,https://fs.knesset.gov.il/globaldocs/MK/472/1_472_3_1076.jpeg
2423,קדיש,לוז,473,https://fs.knesset.gov.il/globaldocs/MK/473/1_473_3_1078.jpeg
2424,דניאל יצחק,לוי,474,https://fs.knesset.gov.il/globaldocs/MK/474/1_474_3_1080.jpeg
2425,יאיר,לוי,475,https://fs.knesset.gov.il/globaldocs/MK/475/1_475_3_1082.jpeg
2426,סטלה,לוי,476,https://fs.knesset.gov.il/globaldocs/MK/476/1_476_3_1084.jpeg
2427,יצחק-מאיר,לוין,477,https://fs.knesset.gov.il/globaldocs/MK/477/1_477_3_1086.jpeg
2428,נחום,לוין,478,https://fs.knesset.gov.il/globaldocs/MK/478/1_478_3_1088.jpeg
2429,שלום,לוין,479,https://fs.knesset.gov.il/globaldocs/MK/479/1_479_3_1090.jpeg
2430,ברל,לוקר,480,https://fs.knesset.gov.il/globaldocs/MK/480/1_480_3_1092.jpeg
2431,שלמה,לורינץ,481,https://fs.knesset.gov.il/globaldocs/MK/481/1_481_3_1094.jpeg
2432,דוד,ליבאי,75,https://fs.knesset.gov.il/globaldocs/MK/75/1_75_3_208.jpeg
2433,אליעזר,ליבנה,482,https://fs.knesset.gov.il/globaldocs/MK/482/1_482_3_1096.jpeg
2434,דוד,ליבשיץ,483,https://fs.knesset.gov.il/globaldocs/MK/483/1_483_3_1098.jpeg
2435,אברהם יוסף,לייזרזון,76,https://fs.knesset.gov.il/globaldocs/MK/76/1_76_3_210.jpeg
2436,אוריאל,לין,484,https://fs.knesset.gov.il/globaldocs/MK/484/1_484_3_1100.jpeg
2437,אמנון,לין,485,https://fs.knesset.gov.il/globaldocs/MK/485/1_485_3_1102.jpeg
2438,ציטה,לינקר,486,https://fs.knesset.gov.il/globaldocs/MK/486/1_486_3_1104.jpeg
2439,אמנון,ליפקין-שחק,215,https://fs.knesset.gov.il/globaldocs/MK/215/1_215_3_551.jpeg
2440,יוסף,לם,487,https://fs.knesset.gov.il/globaldocs/MK/487/1_487_3_1106.jpeg
2441,חנה,למדן,488,https://fs.knesset.gov.il/globaldocs/MK/488/1_488_3_1108.jpeg
2442,חיים,לנדאו,489,https://fs.knesset.gov.il/globaldocs/MK/489/1_489_3_1110.jpeg
2443,אליהו,לנקין,490,https://fs.knesset.gov.il/globaldocs/MK/490/1_490_3_1112.jpeg
2444,יהודה,לנקרי,79,https://fs.knesset.gov.il/globaldocs/MK/79/1_79_3_223.jpeg
2445,יורם,לס,153,https://fs.knesset.gov.il/globaldocs/MK/153/1_153_3_396.jpeg
2446,יחיאל,לקט,492,https://fs.knesset.gov.il/globaldocs/MK/492/1_492_3_1116.jpeg
2447,משה,מאיה,154,https://fs.knesset.gov.il/globaldocs/MK/154/1_154_3_398.jpeg
2448,גולדה,מאיר,685,https://fs.knesset.gov.il/globaldocs/MK/685/1_685_3_1496.jpeg
2449,אדיסו,מאסלה,81,https://fs.knesset.gov.il/globaldocs/MK/81/1_81_3_227.jpeg
2450,בועז,מואב,494,https://fs.knesset.gov.il/globaldocs/MK/494/1_494_3_1120.jpeg
2451,יצחק,מודעי,493,https://fs.knesset.gov.il/globaldocs/MK/493/1_493_3_1118.jpeg
2452,חנא,מוויס,495,https://fs.knesset.gov.il/globaldocs/MK/495/1_495_3_1122.jpeg
2453,אליהו,מויאל,496,https://fs.knesset.gov.il/globaldocs/MK/496/1_496_3_1124.jpeg
2454,ג'בר,מועדי,497,https://fs.knesset.gov.il/globaldocs/MK/497/1_497_3_1126.jpeg
2455,דוד,מור,498,https://fs.knesset.gov.il/globaldocs/MK/498/1_498_3_1128.jpeg
2456,אליהו,מזור,500,https://fs.knesset.gov.il/globaldocs/MK/500/1_500_3_1132.jpeg
2457,אליעזר,מזרחי,499,https://fs.knesset.gov.il/globaldocs/MK/499/1_499_3_1130.jpeg
2458,יעקב,מזרחי,501,https://fs.knesset.gov.il/globaldocs/MK/501/1_501_3_1134.jpeg
2459,דב,מילמן,502,https://fs.knesset.gov.il/globaldocs/MK/502/1_502_3_1136.jpeg
2460,יהודה לייב,מימון,503,https://fs.knesset.gov.il/globaldocs/MK/503/1_503_3_1138.jpeg
2461,עדה,מימון,504,https://fs.knesset.gov.il/globaldocs/MK/504/1_504_3_1140.jpeg
2462,בנימין,מינץ,505,https://fs.knesset.gov.il/globaldocs/MK/505/1_505_3_1142.jpeg
2463,מוחמד,מיעארי,506,https://fs.knesset.gov.il/globaldocs/MK/506/1_506_3_1144.jpeg
2464,שמואל,מיקוניס,507,https://fs.knesset.gov.il/globaldocs/MK/507/1_507_3_1146.jpeg
2465,חגי,מירום,84,https://fs.knesset.gov.il/globaldocs/MK/84/1_84_3_233.jpeg
2466,אברהם,מלמד,508,https://fs.knesset.gov.il/globaldocs/MK/508/1_508_3_1148.jpeg
2467,דוד,מנע,156,https://fs.knesset.gov.il/globaldocs/MK/156/1_156_3_402.jpeg
